Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q13043,STK4_HUMAN,reviewed,Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)],STK4 KRS2 MST1,Homo sapiens (Human),487
P61956,SUMO2_HUMAN,reviewed,Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B),SUMO2 SMT3B SMT3H2,Homo sapiens (Human),95
Q8TDW4,ST7L_HUMAN,reviewed,Suppressor of tumorigenicity 7 protein-like (ST7-related protein),ST7L ST7R,Homo sapiens (Human),575
Q658P3,STEA3_HUMAN,reviewed,Metalloreductase STEAP3 (EC 1.16.1.-) (Dudulin-2) (Six-transmembrane epithelial antigen of prostate 3) (Tumor suppressor-activated pathway protein 6) (hTSAP6) (pHyde) (hpHyde),STEAP3 TSAP6,Homo sapiens (Human),488
Q8IZP2,ST134_HUMAN,reviewed,Putative protein FAM10A4 (Suppression of tumorigenicity 13 pseudogene 4),ST13P4 FAM10A4,Homo sapiens (Human),240
Q9UMX1,SUFU_HUMAN,reviewed,Suppressor of fused homolog (SUFUH),SUFU UNQ650/PRO1280,Homo sapiens (Human),484
Q92537,SUSD6_HUMAN,reviewed,Sushi domain-containing protein 6 (Drug-activated gene overexpressed protein),SUSD6 DRAGO KIAA0247,Homo sapiens (Human),303
O60284,ST18_HUMAN,reviewed,Suppression of tumorigenicity 18 protein (Zinc finger protein 387),ST18 KIAA0535 ZNF387,Homo sapiens (Human),1047
Q15831,STK11_HUMAN,reviewed,Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19),STK11 LKB1 PJS,Homo sapiens (Human),433
Q9Y3M8,STA13_HUMAN,reviewed,StAR-related lipid transfer protein 13 (46H23.2) (Deleted in liver cancer 2 protein) (DLC-2) (Rho GTPase-activating protein) (START domain-containing protein 13) (StARD13),STARD13 DLC2 GT650,Homo sapiens (Human),1113
P63165,SUMO1_HUMAN,reviewed,Small ubiquitin-related modifier 1 (SUMO-1) (GAP-modifying protein 1) (GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C) (Ubiquitin-like protein UBL1),SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43,Homo sapiens (Human),101
Q9UGT4,SUSD2_HUMAN,reviewed,Sushi domain-containing protein 2,SUSD2,Homo sapiens (Human),822
Q7RTN6,STRAA_HUMAN,reviewed,STE20-related kinase adapter protein alpha (STRAD alpha) (STE20-related adapter protein) (Serologically defined breast cancer antigen NY-BR-96),STRADA LYK5 STRAD,Homo sapiens (Human),431
Q9UMS6,SYNP2_HUMAN,reviewed,Synaptopodin-2 (Genethonin-2) (Myopodin),SYNPO2,Homo sapiens (Human),1093
Q9NVA4,T184C_HUMAN,reviewed,Transmembrane protein 184C (Transmembrane protein 34),TMEM184C TMEM34 PRO1355,Homo sapiens (Human),438
Q9UHD2,TBK1_HUMAN,reviewed,Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1),TBK1 NAK,Homo sapiens (Human),729
P36402,TCF7_HUMAN,reviewed,Transcription factor 7 (TCF-7) (T-cell-specific transcription factor 1) (T-cell factor 1) (TCF-1),TCF7 TCF1,Homo sapiens (Human),384
O95359,TACC2_HUMAN,reviewed,Transforming acidic coiled-coil-containing protein 2 (Anti-Zuai-1) (AZU-1),TACC2,Homo sapiens (Human),2948
P21675,TAF1_HUMAN,reviewed,Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250),TAF1 BA2R CCG1 CCGS TAF2A,Homo sapiens (Human),1872
Q3YBR2,TBRG1_HUMAN,reviewed,Transforming growth factor beta regulator 1 (Nuclear interactor of ARF and Mdm2),TBRG1 NIAM,Homo sapiens (Human),411
Q9BRU2,TCAL7_HUMAN,reviewed,Transcription elongation factor A protein-like 7 (TCEA-like protein 7) (Transcription elongation factor S-II protein-like 7),TCEAL7,Homo sapiens (Human),100
Q9UGI8,TES_HUMAN,reviewed,Testin (TESS),TES,Homo sapiens (Human),421
Q04206,TF65_HUMAN,reviewed,Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3),RELA NFKB3,Homo sapiens (Human),551
P04155,TFF1_HUMAN,reviewed,Trefoil factor 1 (Breast cancer estrogen-inducible protein) (PNR-2) (Polypeptide P1.A) (hP1.A) (Protein pS2),TFF1 BCEI PS2,Homo sapiens (Human),84
Q15572,TAF1C_HUMAN,reviewed,TATA box-binding protein-associated factor RNA polymerase I subunit C (RNA polymerase I-specific TBP-associated factor 110 kDa) (TAFI110) (TATA box-binding protein-associated factor 1C) (TBP-associated factor 1C) (Transcription initiation factor SL1/TIF-IB subunit C),TAF1C,Homo sapiens (Human),869
Q9BT92,TCHP_HUMAN,reviewed,Trichoplein keratin filament-binding protein (Protein TCHP) (Mitochondrial protein with oncostatic activity) (Mitostatin) (Tumor suppressor protein),TCHP,Homo sapiens (Human),498
P32780,TF2H1_HUMAN,reviewed,General transcription factor IIH subunit 1 (Basic transcription factor 2 62 kDa subunit) (BTF2 p62) (General transcription factor IIH polypeptide 1) (TFIIH basal transcription factor complex p62 subunit),GTF2H1 BTF2,Homo sapiens (Human),548
Q9NQB0,TF7L2_HUMAN,reviewed,Transcription factor 7-like 2 (HMG box transcription factor 4) (T-cell-specific transcription factor 4) (T-cell factor 4) (TCF-4) (hTCF-4),TCF7L2 TCF4,Homo sapiens (Human),619
Q5T1C6,THEM4_HUMAN,reviewed,Acyl-coenzyme A thioesterase THEM4 (Acyl-CoA thioesterase THEM4) (EC 3.1.2.2) (Carboxyl-terminal modulator protein) (Thioesterase superfamily member 4),THEM4 CTMP,Homo sapiens (Human),240
Q6IEE7,T132E_HUMAN,reviewed,Transmembrane protein 132E,TMEM132E,Homo sapiens (Human),984
Q8TDR4,TCP1L_HUMAN,reviewed,T-complex protein 10A homolog 2 (T-complex protein 10A-2) (TCP10A-2) (TCP10-like),TCP10L PRED77,Homo sapiens (Human),215
Q96A56,T53I1_HUMAN,reviewed,Tumor protein p53-inducible nuclear protein 1 (Stress-induced protein) (p53-dependent damage-inducible nuclear protein 1) (p53DINP1),TP53INP1 P53DINP1 SIP,Homo sapiens (Human),240
Q9BVT8,TMUB1_HUMAN,reviewed,Transmembrane and ubiquitin-like domain-containing protein 1 (Dendritic cell-derived ubiquitin-like protein) (DULP) (Hepatocyte odd protein shuttling protein) (Ubiquitin-like protein SB144) [Cleaved into: iHOPS],TMUB1 C7orf21 DULP HOPS SB144 UNQ763/PRO1555,Homo sapiens (Human),246
Q8IYR6,TEFF1_HUMAN,reviewed,Tomoregulin-1 (TR-1) (H7365) (Transmembrane protein with EGF-like and one follistatin-like domain),TMEFF1 C9orf2,Homo sapiens (Human),380
O75204,TM127_HUMAN,reviewed,Transmembrane protein 127,TMEM127,Homo sapiens (Human),238
P00750,TPA_HUMAN,reviewed,Tissue-type plasminogen activator (t-PA) (t-plasminogen activator) (tPA) (EC 3.4.21.68) (Alteplase) (Reteplase) [Cleaved into: Tissue-type plasminogen activator chain A; Tissue-type plasminogen activator chain B],PLAT,Homo sapiens (Human),562
O15164,TIF1A_HUMAN,reviewed,Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24),TRIM24 RNF82 TIF1 TIF1A,Homo sapiens (Human),1050
Q8WZ71,TM158_HUMAN,reviewed,Transmembrane protein 158 (40 kDa BINP-binding protein) (p40BBP) (Ras-induced senescence protein 1),TMEM158 HBBP RIS1,Homo sapiens (Human),300
P49788,TIG1_HUMAN,reviewed,Retinoic acid receptor responder protein 1 (Phorbol ester-induced gene 1 protein) (PERG-1) (RAR-responsive protein TIG1) (Tazarotene-induced gene 1 protein),RARRES1 PEIG1 TIG1,Homo sapiens (Human),294
Q13470,TNK1_HUMAN,reviewed,Non-receptor tyrosine-protein kinase TNK1 (EC 2.7.10.2) (CD38 negative kinase 1),TNK1,Homo sapiens (Human),666
Q6N021,TET2_HUMAN,reviewed,Methylcytosine dioxygenase TET2 (EC 1.14.11.n2),TET2 KIAA1546 Nbla00191,Homo sapiens (Human),2002
Q12893,TM115_HUMAN,reviewed,Transmembrane protein 115 (Placental protein 6) (Protein PL6),TMEM115 PL6 LUCA11.2,Homo sapiens (Human),351
Q13263,TIF1B_HUMAN,reviewed,Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 2.3.2.27) (KRAB-associated protein 1) (KAP-1) (KRAB-interacting protein 1) (KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28),TRIM28 KAP1 RNF96 TIF1B,Homo sapiens (Human),835
Q96KB5,TOPK_HUMAN,reviewed,Lymphokine-activated killer T-cell-originated protein kinase (EC 2.7.12.2) (Cancer/testis antigen 84) (CT84) (MAPKK-like protein kinase) (Nori-3) (PDZ-binding kinase) (Spermatogenesis-related protein kinase) (SPK) (T-LAK cell-originated protein kinase),PBK TOPK,Homo sapiens (Human),322
Q8IWR1,TRI59_HUMAN,reviewed,Tripartite motif-containing protein 59 (RING finger protein 104) (Tumor suppressor TSBF-1),TRIM59 RNF104 TRIM57 TSBF1,Homo sapiens (Human),403
Q12888,TP53B_HUMAN,reviewed,TP53-binding protein 1 (53BP1) (p53-binding protein 1) (p53BP1),TP53BP1,Homo sapiens (Human),1972
Q9NQ86,TRI36_HUMAN,reviewed,E3 ubiquitin-protein ligase TRIM36 (EC 2.3.2.27) (RING finger protein 98) (RING-type E3 ubiquitin transferase TRIM36) (Tripartite motif-containing protein 36) (Zinc-binding protein Rbcc728),TRIM36 RBCC728 RNF98,Homo sapiens (Human),728
Q92547,TOPB1_HUMAN,reviewed,DNA topoisomerase 2-binding protein 1 (DNA topoisomerase II-beta-binding protein 1) (TopBP1) (DNA topoisomerase II-binding protein 1),TOPBP1 KIAA0259,Homo sapiens (Human),1522
A6NDV4,TMM8B_HUMAN,reviewed,Transmembrane protein 8B (Nasopharyngeal carcinoma-associated gene 6 protein) (Protein NAG-5) (Protein NGX6),TMEM8B C9orf127 NGX6,Homo sapiens (Human),472
Q15628,TRADD_HUMAN,reviewed,Tumor necrosis factor receptor type 1-associated DEATH domain protein (TNFR1-associated DEATH domain protein) (TNFRSF1A-associated via death domain),TRADD,Homo sapiens (Human),312
Q9BWF2,TRAIP_HUMAN,reviewed,E3 ubiquitin-protein ligase TRAIP (EC 2.3.2.27) (RING finger protein 206) (RING-type E3 ubiquitin transferase TRAIP) (TRAF-interacting protein),TRAIP RNF206 TRIP,Homo sapiens (Human),469
O94972,TRI37_HUMAN,reviewed,E3 ubiquitin-protein ligase TRIM37 (EC 2.3.2.27) (Mulibrey nanism protein) (RING-type E3 ubiquitin transferase TRIM37) (Tripartite motif-containing protein 37),TRIM37 KIAA0898 MUL POB1,Homo sapiens (Human),964
P49815,TSC2_HUMAN,reviewed,Tuberin (Tuberous sclerosis 2 protein),TSC2 TSC4,Homo sapiens (Human),1807
O75317,UBP12_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 12 (EC 3.4.19.12) (Deubiquitinating enzyme 12) (Ubiquitin thioesterase 12) (Ubiquitin-hydrolyzing enzyme 1) (Ubiquitin-specific-processing protease 12),USP12 UBH1 USP12L1,Homo sapiens (Human),370
Q2TAM9,TUSC1_HUMAN,reviewed,Tumor suppressor candidate gene 1 protein (TSG-9) (TSG9),TUSC1,Homo sapiens (Human),212
Q8IXB3,TUSC5_HUMAN,reviewed,Tumor suppressor candidate 5 (Dispanin subfamily B member 1) (DSPB1) (Interferon-induced transmembrane domain-containing protein D3) (Protein located at seventeen-p-thirteen point three 1),TUSC5 IFITMD3 LOST1,Homo sapiens (Human),177
P10074,TZAP_HUMAN,reviewed,Telomere zinc finger-associated protein (TZAP) (Krueppel-related zinc finger protein 3) (hKR3) (Zinc finger and BTB domain-containing protein 48) (Zinc finger protein 855),ZBTB48 HKR3 TZAP ZNF855,Homo sapiens (Human),688
Q13454,TUSC3_HUMAN,reviewed,Tumor suppressor candidate 3 (Magnesium uptake/transporter TUSC3) (Protein N33),TUSC3 N33,Homo sapiens (Human),348
Q9UPQ4,TRI35_HUMAN,reviewed,Tripartite motif-containing protein 35 (Hemopoietic lineage switch protein 5),TRIM35 HLS5 KIAA1098,Homo sapiens (Human),493
Q15654,TRIP6_HUMAN,reviewed,Thyroid receptor-interacting protein 6 (TR-interacting protein 6) (TRIP-6) (Opa-interacting protein 1) (OIP-1) (Zyxin-related protein 1) (ZRP-1),TRIP6 OIP1,Homo sapiens (Human),476
O75896,TUSC2_HUMAN,reviewed,Tumor suppressor candidate 2 (Fusion 1 protein) (Fus-1 protein) (PDGFA-associated protein 2),TUSC2 C3orf11 FUS1 LGCC PDAP2,Homo sapiens (Human),110
Q12933,TRAF2_HUMAN,reviewed,TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3),TRAF2 TRAP3,Homo sapiens (Human),501
Q92574,TSC1_HUMAN,reviewed,Hamartin (Tuberous sclerosis 1 protein),TSC1 KIAA0243 TSC,Homo sapiens (Human),1164
Q14669,TRIPC_HUMAN,reviewed,E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (E3 ubiquitin-protein ligase for Arf) (ULF) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12),TRIP12 KIAA0045 ULF,Homo sapiens (Human),1992
Q8TEY7,UBP33_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 33 (EC 3.4.19.12) (Deubiquitinating enzyme 33) (Ubiquitin thioesterase 33) (Ubiquitin-specific-processing protease 33) (VHL-interacting deubiquitinating enzyme 1) (hVDU1),USP33 KIAA1097 VDU1,Homo sapiens (Human),942
O94874,UFL1_HUMAN,reviewed,E3 UFM1-protein ligase 1 (EC 6.3.2.-) (Novel LZAP-binding protein) (Regulator of C53/LZAP and DDRGK1),UFL1 KIAA0776 NLBP RCAD,Homo sapiens (Human),794
P26651,TTP_HUMAN,reviewed,mRNA decay activator protein ZFP36 (G0/G1 switch regulatory protein 24) (Growth factor-inducible nuclear protein NUP475) (Tristetraprolin) (Zinc finger protein 36) (Zfp-36),ZFP36 G0S24 NUP475 RNF162A TIS11A TTP,Homo sapiens (Human),326
Q05086,UBE3A_HUMAN,reviewed,Ubiquitin-protein ligase E3A (EC 2.3.2.26) (E6AP ubiquitin-protein ligase) (HECT-type ubiquitin transferase E3A) (Human papillomavirus E6-associated protein) (Oncogenic protein-associated protein E6-AP) (Renal carcinoma antigen NY-REN-54),UBE3A E6AP EPVE6AP HPVE6A,Homo sapiens (Human),875
O95071,UBR5_HUMAN,reviewed,"E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog) (hHYD) (Progestin-induced protein)",UBR5 EDD EDD1 HYD KIAA0896,Homo sapiens (Human),2799
Q13404,UB2V1_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1) (TRAF6-regulated IKK activator 1 beta Uev1A),UBE2V1 CROC1 UBE2V UEV1 P/OKcl.19,Homo sapiens (Human),147
Q9Y2K6,UBP20_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 20 (EC 3.4.19.12) (Deubiquitinating enzyme 20) (Ubiquitin thioesterase 20) (Ubiquitin-specific-processing protease 20) (VHL-interacting deubiquitinating enzyme 2) (hVDU2),USP20 KIAA1003 LSFR3A VDU2,Homo sapiens (Human),914
Q9NZ09,UBAP1_HUMAN,reviewed,Ubiquitin-associated protein 1 (UBAP-1) (Nasopharyngeal carcinoma-associated gene 20 protein),UBAP1 NAG20,Homo sapiens (Human),502
Q9H3M7,TXNIP_HUMAN,reviewed,Thioredoxin-interacting protein (Thioredoxin-binding protein 2) (Vitamin D3 up-regulated protein 1),TXNIP VDUP1,Homo sapiens (Human),391
A1L167,U2QL1_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2Q-like protein 1 (EC 2.3.2.23) (E2Q-like ubiquitin-conjugating enzyme 1),UBE2QL1,Homo sapiens (Human),161
P63279,UBC9_HUMAN,reviewed,SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I) (p18),UBE2I UBC9 UBCE9,Homo sapiens (Human),158
Q9C0C9,UBE2O_HUMAN,reviewed,(E3-independent) E2 ubiquitin-conjugating enzyme (EC 2.3.2.24) (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O),UBE2O KIAA1734,Homo sapiens (Human),1292
Q96RU2,UBP28_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 28 (EC 3.4.19.12) (Deubiquitinating enzyme 28) (Ubiquitin thioesterase 28) (Ubiquitin-specific-processing protease 28),USP28 KIAA1515,Homo sapiens (Human),1077
Q04323,UBXN1_HUMAN,reviewed,UBX domain-containing protein 1 (SAPK substrate protein 1) (UBA/UBX 33.3 kDa protein),UBXN1 SAKS1,Homo sapiens (Human),297
Q86WB7,UN93A_HUMAN,reviewed,Protein unc-93 homolog A (HmUnc-93A) (Unc-93A),UNC93A,Homo sapiens (Human),457
P46937,YAP1_HUMAN,reviewed,Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog),YAP1 YAP65,Homo sapiens (Human),504
Q9HCX3,ZN304_HUMAN,reviewed,Zinc finger protein 304 (KRAB-containing zinc finger protein),ZNF304,Homo sapiens (Human),659
O95619,YETS4_HUMAN,reviewed,YEATS domain-containing protein 4 (Glioma-amplified sequence 41) (Gas41) (NuMA-binding protein 1) (NuBI-1) (NuBI1),YEATS4 GAS41,Homo sapiens (Human),227
Q96PU4,UHRF2_HUMAN,reviewed,E3 ubiquitin-protein ligase UHRF2 (EC 2.3.2.27) (Np95/ICBP90-like RING finger protein) (Np95-like RING finger protein) (Nuclear protein 97) (Nuclear zinc finger protein Np97) (RING finger protein 107) (RING-type E3 ubiquitin transferase UHRF2) (Ubiquitin-like PHD and RING finger domain-containing protein 2) (Ubiquitin-like-containing PHD and RING finger domains protein 2),UHRF2 NIRF RNF107,Homo sapiens (Human),802
P51784,UBP11_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11),USP11 UHX1,Homo sapiens (Human),963
Q93009,UBP7_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7),USP7 HAUSP,Homo sapiens (Human),1102
Q8N6Y0,USBP1_HUMAN,reviewed,Usher syndrome type-1C protein-binding protein 1 (USH1C-binding protein 1) (AIE-75-binding protein) (MCC-2) (Mutated in colon cancer protein 2),USHBP1 AIEBP MCC2,Homo sapiens (Human),703
Q9Y6N9,USH1C_HUMAN,reviewed,Harmonin (Antigen NY-CO-38/NY-CO-37) (Autoimmune enteropathy-related antigen AIE-75) (Protein PDZ-73) (Renal carcinoma antigen NY-REN-3) (Usher syndrome type-1C protein),USH1C AIE75,Homo sapiens (Human),552
Q96T88,UHRF1_HUMAN,reviewed,E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1),UHRF1 ICBP90 NP95 RNF106,Homo sapiens (Human),793
P00749,UROK_HUMAN,reviewed,Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B],PLAU,Homo sapiens (Human),431
O15195,VILL_HUMAN,reviewed,Villin-like protein,VILL,Homo sapiens (Human),856
Q9P2Y5,UVRAG_HUMAN,reviewed,UV radiation resistance-associated gene protein (p63),UVRAG,Homo sapiens (Human),699
Q96S15,WDR24_HUMAN,reviewed,GATOR complex protein WDR24 (WD repeat-containing protein 24),WDR24 C16orf21 JFP7,Homo sapiens (Human),920
P41221,WNT5A_HUMAN,reviewed,Protein Wnt-5a,WNT5A,Homo sapiens (Human),380
P56705,WNT4_HUMAN,reviewed,Protein Wnt-4,WNT4 UNQ426/PRO864,Homo sapiens (Human),351
Q99986,VRK1_HUMAN,reviewed,Serine/threonine-protein kinase VRK1 (EC 2.7.11.1) (Vaccinia-related kinase 1),VRK1,Homo sapiens (Human),396
O75800,ZMY10_HUMAN,reviewed,Zinc finger MYND domain-containing protein 10 (Protein BLu),ZMYND10 BLU LUCA12.4,Homo sapiens (Human),440
A1YPR0,ZBT7C_HUMAN,reviewed,Zinc finger and BTB domain-containing protein 7C (Affected by papillomavirus DNA integration in ME180 cells protein 1) (APM-1) (Zinc finger and BTB domain-containing protein 36) (Zinc finger protein 857C),ZBTB7C APM1 ZBTB36 ZNF857C,Homo sapiens (Human),619
Q15911,ZFHX3_HUMAN,reviewed,Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3),ZFHX3 ATBF1,Homo sapiens (Human),3703
Q15326,ZMY11_HUMAN,reviewed,Zinc finger MYND domain-containing protein 11 (Adenovirus 5 E1A-binding protein) (Bone morphogenetic protein receptor-associated molecule 1) (Protein BS69),ZMYND11 BRAM1 BS69,Homo sapiens (Human),602
Q9NX65,ZSC32_HUMAN,reviewed,Zinc finger and SCAN domain-containing protein 32 (Human cervical cancer suppressor gene 5 protein) (HCCS-5) (Zinc finger protein 434),ZSCAN32 ZNF434 HCCS5,Homo sapiens (Human),697
O43149,ZZEF1_HUMAN,reviewed,Zinc finger ZZ-type and EF-hand domain-containing protein 1,ZZEF1 KIAA0399,Homo sapiens (Human),2961
Q9ULT6,ZNRF3_HUMAN,reviewed,E3 ubiquitin-protein ligase ZNRF3 (EC 2.3.2.27) (RING finger protein 203) (RING-type E3 ubiquitin transferase ZNRF3) (Zinc/RING finger protein 3),ZNRF3 KIAA1133 RNF203,Homo sapiens (Human),936
A2A288,ZC12D_HUMAN,reviewed,Probable ribonuclease ZC3H12D (EC 3.1.-.-) (MCP-induced protein 4) (Transformed follicular lymphoma) (Zinc finger CCCH domain-containing protein 12D) (p34),ZC3H12D C6orf95 MCPIP4 TFL,Homo sapiens (Human),527
Q8IUH5,ZDH17_HUMAN,reviewed,Palmitoyltransferase ZDHHC17 (EC 2.3.1.225) (Huntingtin yeast partner H) (Huntingtin-interacting protein 14) (HIP-14) (Huntingtin-interacting protein 3) (HIP-3) (Huntingtin-interacting protein H) (Putative MAPK-activating protein PM11) (Putative NF-kappa-B-activating protein 205) (Zinc finger DHHC domain-containing protein 17) (DHHC-17),ZDHHC17 HIP14 HIP3 HYPH KIAA0946 HSPC294,Homo sapiens (Human),632
Q8N5A5,ZGPAT_HUMAN,reviewed,Zinc finger CCCH-type with G patch domain-containing protein (G patch domain-containing protein 6) (Zinc finger CCCH domain-containing protein 9) (Zinc finger and G patch domain-containing protein),ZGPAT GPATC6 GPATCH6 KIAA1847 ZC3H9 ZC3HDC9 ZIP,Homo sapiens (Human),531
O75362,ZN217_HUMAN,reviewed,Zinc finger protein 217,ZNF217 ZABC1,Homo sapiens (Human),1048
Q07157,ZO1_HUMAN,reviewed,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),TJP1 ZO1,Homo sapiens (Human),1748
Q8N554,ZN276_HUMAN,reviewed,Zinc finger protein 276 (Zfp-276) (Zinc finger protein 477),ZNF276 CENP-Z ZFP276 ZNF477,Homo sapiens (Human),614
Q9Y2D9,ZN652_HUMAN,reviewed,Zinc finger protein 652,ZNF652 KIAA0924,Homo sapiens (Human),606
Q1MSW8,Q1MSW8_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),343
Q1MSW9,Q1MSW9_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),285
D5KL88,D5KL88_HUMAN,unreviewed,p53 (Fragment),TP53,Homo sapiens (Human),36
A0A1B1PFD4,A0A1B1PFD4_HUMAN,unreviewed,p53 (Fragment),TP53,Homo sapiens (Human),46
D6RIY7,D6RIY7_HUMAN,unreviewed,Tumor suppressor candidate 3,TUSC3,Homo sapiens (Human),314
B7TZ90,B7TZ90_HUMAN,unreviewed,"TRAPPC6Adelta29-42 (Trafficking protein particle complex 6A, isoform CRA_a)",TRAPPC6A hCG_22145,Homo sapiens (Human),159
H6U5S2,H6U5S2_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),,Homo sapiens (Human),393
Q5MAI3,Q5MAI3_HUMAN,unreviewed,Growth arrest and DNA-damage-inducible gamma (Fragment),GADD45G,Homo sapiens (Human),51
J9Z661,J9Z661_HUMAN,unreviewed,von-Hippel Lindau tumor supressor isoform 1 (Fragment),VHL,Homo sapiens (Human),111
L0EQS1,L0EQS1_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
Q9UHK3,Q9UHK3_HUMAN,unreviewed,"Chromosome 5 open reading frame 4, isoform CRA_a (Putative tumor suppressor)",C5orf4 hCG_1979692,Homo sapiens (Human),144
Q2XSC7,Q2XSC7_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),393
Q45XF9,Q45XF9_HUMAN,unreviewed,Deleted in liver cancer 1 variant 2 (Fragment),DLC1,Homo sapiens (Human),24
A0A024R1V7,A0A024R1V7_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),BRCA1 hCG_16943,Homo sapiens (Human),719
L0ERS6,L0ERS6_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
F2Z2A9,F2Z2A9_HUMAN,unreviewed,Tumor suppressor candidate 2,TUSC2,Homo sapiens (Human),65
