Entry,Entry name,Status,Protein names,Gene names,Organism,Length
P43268,ETV4_HUMAN,reviewed,ETS translocation variant 4 (Adenovirus E1A enhancer-binding protein) (E1A-F) (Polyomavirus enhancer activator 3 homolog) (Protein PEA3),ETV4 E1AF PEA3,Homo sapiens (Human),484
P54756,EPHA5_HUMAN,reviewed,Ephrin type-A receptor 5 (EC 2.7.10.1) (Brain-specific kinase) (EPH homology kinase 1) (EHK-1) (EPH-like kinase 7) (EK7) (hEK7),EPHA5 BSK EHK1 HEK7 TYRO4,Homo sapiens (Human),1037
Q15375,EPHA7_HUMAN,reviewed,Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11),EPHA7 EHK3 HEK11,Homo sapiens (Human),998
P42566,EPS15_HUMAN,reviewed,Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p),EPS15 AF1P,Homo sapiens (Human),896
Q9Y603,ETV7_HUMAN,reviewed,Transcription factor ETV7 (ETS translocation variant 7) (ETS-related protein Tel2) (Tel-related Ets factor) (Transcription factor Tel-2),ETV7 TEL2 TELB TREF,Homo sapiens (Human),341
Q93063,EXT2_HUMAN,reviewed,Exostosin-2 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2) (Putative tumor suppressor protein EXT2),EXT2,Homo sapiens (Human),718
P0C7Q3,FA58B_HUMAN,reviewed,Putative cyclin-related protein FAM58B,FAM58BP FAM58B,Homo sapiens (Human),252
P22794,EVI2A_HUMAN,reviewed,Protein EVI2A (Ecotropic viral integration site 2A protein homolog) (EVI-2A),EVI2A EVDA EVI2,Homo sapiens (Human),236
Q5TYM5,FA72A_HUMAN,reviewed,Protein FAM72A (Latent membrane protein 1-induced protein) (LMP1-induced protein) (LMPIP),FAM72A UGENE,Homo sapiens (Human),149
Q5T0W9,FA83B_HUMAN,reviewed,Protein FAM83B,FAM83B C6orf143,Homo sapiens (Human),1011
P21860,ERBB3_HUMAN,reviewed,Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3),ERBB3 HER3,Homo sapiens (Human),1342
P41162,ETV3_HUMAN,reviewed,ETS translocation variant 3 (ETS domain transcriptional repressor PE1) (PE-1) (Mitogenic Ets transcriptional suppressor),ETV3 METS PE1,Homo sapiens (Human),512
O00167,EYA2_HUMAN,reviewed,Eyes absent homolog 2 (EC 3.1.3.48),EYA2 EAB1,Homo sapiens (Human),538
O15287,FANCG_HUMAN,reviewed,Fanconi anemia group G protein (Protein FACG) (DNA repair protein XRCC9),FANCG XRCC9,Homo sapiens (Human),622
Q9NVK5,FGOP2_HUMAN,reviewed,FGFR1 oncogene partner 2,FGFR1OP2 HSPC123,Homo sapiens (Human),253
Q14192,FHL2_HUMAN,reviewed,Four and a half LIM domains protein 2 (FHL-2) (LIM domain protein DRAL) (Skeletal muscle LIM-protein 3) (SLIM-3),FHL2 DRAL SLIM3,Homo sapiens (Human),279
Q05397,FAK1_HUMAN,reviewed,Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein phosphatase 1 regulatory subunit 71) (PPP1R71) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK),PTK2 FAK FAK1,Homo sapiens (Human),1052
P0C2W1,FBSP1_HUMAN,reviewed,F-box/SPRY domain-containing protein 1 (F-box only protein 45) (hFbxo45),FBXO45 FBX45,Homo sapiens (Human),286
Q9UKB1,FBW1B_HUMAN,reviewed,F-box/WD repeat-containing protein 11 (F-box and WD repeats protein beta-TrCP2) (F-box/WD repeat-containing protein 1B) (Homologous to Slimb protein) (HOS),FBXW11 BTRCP2 FBW1B FBXW1B KIAA0696,Homo sapiens (Human),542
P31994,FCG2B_HUMAN,reviewed,Low affinity immunoglobulin gamma Fc region receptor II-b (IgG Fc receptor II-b) (CDw32) (Fc-gamma RII-b) (Fc-gamma-RIIb) (FcRII-b) (CD antigen CD32),FCGR2B CD32 FCG2 IGFR2,Homo sapiens (Human),310
O94868,FCSD2_HUMAN,reviewed,F-BAR and double SH3 domains protein 2 (Carom) (SH3 multiple domains protein 3),FCHSD2 KIAA0769 SH3MD3,Homo sapiens (Human),740
Q9Y421,FA32A_HUMAN,reviewed,Protein FAM32A (Ovarian tumor-associated gene 12) (OTAG-12),FAM32A OTAG12 CGI-144,Homo sapiens (Human),112
P23142,FBLN1_HUMAN,reviewed,Fibulin-1 (FIBL-1),FBLN1 PP213,Homo sapiens (Human),703
Q9UK73,FEM1B_HUMAN,reviewed,Protein fem-1 homolog B (FEM1b) (FEM1-beta) (Fem-1-like death receptor-binding protein alpha) (Fem-1-like in apoptotic pathway protein alpha) (F1A-alpha),FEM1B F1AA KIAA0396,Homo sapiens (Human),627
Q9Y297,FBW1A_HUMAN,reviewed,F-box/WD repeat-containing protein 1A (E3RSIkappaB) (Epididymis tissue protein Li 2a) (F-box and WD repeats protein beta-TrCP) (pIkappaBalpha-E3 receptor subunit),BTRC BTRCP FBW1A FBXW1A,Homo sapiens (Human),605
P09769,FGR_HUMAN,reviewed,Tyrosine-protein kinase Fgr (EC 2.7.10.2) (Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog) (Proto-oncogene c-Fgr) (p55-Fgr) (p58-Fgr) (p58c-Fgr),FGR SRC2,Homo sapiens (Human),529
P41161,ETV5_HUMAN,reviewed,ETS translocation variant 5 (Ets-related protein ERM),ETV5 ERM,Homo sapiens (Human),510
O60447,EVI5_HUMAN,reviewed,Ecotropic viral integration site 5 protein homolog (EVI-5) (Neuroblastoma stage 4S gene protein),EVI5 NB4S,Homo sapiens (Human),810
Q01844,EWS_HUMAN,reviewed,RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein),EWSR1 EWS,Homo sapiens (Human),656
P81408,F189B_HUMAN,reviewed,Protein FAM189B (Protein COTE1),FAM189B C1orf2 COTE1,Homo sapiens (Human),668
O15540,FABP7_HUMAN,reviewed,"Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7) (Mammary-derived growth inhibitor related)",FABP7 BLBP FABPB MRG,Homo sapiens (Human),132
Q9UKT4,FBX5_HUMAN,reviewed,F-box only protein 5 (Early mitotic inhibitor 1),FBXO5 EMI1 FBX5,Homo sapiens (Human),447
P10767,FGF6_HUMAN,reviewed,Fibroblast growth factor 6 (FGF-6) (Heparin secretory-transforming protein 2) (HST-2) (HSTF-2) (Heparin-binding growth factor 6) (HBGF-6),FGF6 HST2 HSTF2,Homo sapiens (Human),208
Q9NP50,FA60A_HUMAN,reviewed,Protein FAM60A (Tera protein homolog),FAM60A C12orf14 L4,Homo sapiens (Human),221
Q9UKC9,FBXL2_HUMAN,reviewed,F-box/LRR-repeat protein 2 (F-box and leucine-rich repeat protein 2) (F-box protein FBL2/FBL3),FBXL2 FBL2 FBL3,Homo sapiens (Human),423
P11487,FGF3_HUMAN,reviewed,Fibroblast growth factor 3 (FGF-3) (Heparin-binding growth factor 3) (HBGF-3) (Proto-oncogene Int-2),FGF3 INT2,Homo sapiens (Human),239
Q15910,EZH2_HUMAN,reviewed,Histone-lysine N-methyltransferase EZH2 (EC 2.1.1.43) (ENX-1) (Enhancer of zeste homolog 2) (Lysine N-methyltransferase 6),EZH2 KMT6,Homo sapiens (Human),746
Q9NZB2,F120A_HUMAN,reviewed,Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated Src activator) (Protein FAM120A),FAM120A C9orf10 KIAA0183 OSSA,Homo sapiens (Human),1118
Q13158,FADD_HUMAN,reviewed,FAS-associated death domain protein (FAS-associating death domain-containing protein) (Growth-inhibiting gene 3 protein) (Mediator of receptor induced toxicity) (Protein FADD),FADD MORT1 GIG3,Homo sapiens (Human),208
Q99581,FEV_HUMAN,reviewed,Protein FEV (Fifth Ewing variant protein) (PC12 ETS domain-containing transcription factor 1) (PC12 ETS factor 1) (Pet-1),FEV PET1,Homo sapiens (Human),238
P12034,FGF5_HUMAN,reviewed,Fibroblast growth factor 5 (FGF-5) (Heparin-binding growth factor 5) (HBGF-5) (Smag-82),FGF5,Homo sapiens (Human),268
Q9Y3I1,FBX7_HUMAN,reviewed,F-box only protein 7,FBXO7 FBX7,Homo sapiens (Human),522
Q9HCT0,FGF22_HUMAN,reviewed,Fibroblast growth factor 22 (FGF-22),FGF22 UNQ2500/PRO5800,Homo sapiens (Human),170
Q12778,FOXO1_HUMAN,reviewed,Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma),FOXO1 FKHR FOXO1A,Homo sapiens (Human),655
Q9H4H8,FA83D_HUMAN,reviewed,Protein FAM83D (Spindle protein CHICA),FAM83D C20orf129,Homo sapiens (Human),585
P08620,FGF4_HUMAN,reviewed,Fibroblast growth factor 4 (FGF-4) (Heparin secretory-transforming protein 1) (HST) (HST-1) (HSTF-1) (Heparin-binding growth factor 4) (HBGF-4) (Transforming protein KS3),FGF4 HST HSTF1 KS3,Homo sapiens (Human),206
P21802,FGFR2_HUMAN,reviewed,Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (K-sam) (KGFR) (Keratinocyte growth factor receptor) (CD antigen CD332),FGFR2 BEK KGFR KSAM,Homo sapiens (Human),821
Q92520,FAM3C_HUMAN,reviewed,Protein FAM3C (Interleukin-like EMT inducer),FAM3C ILEI GS3786,Homo sapiens (Human),227
P16591,FER_HUMAN,reviewed,Tyrosine-protein kinase Fer (EC 2.7.10.2) (Feline encephalitis virus-related kinase FER) (Fujinami poultry sarcoma/Feline sarcoma-related protein Fer) (Proto-oncogene c-Fer) (Tyrosine kinase 3) (p94-Fer),FER TYK3,Homo sapiens (Human),822
O15520,FGF10_HUMAN,reviewed,Fibroblast growth factor 10 (FGF-10) (Keratinocyte growth factor 2),FGF10,Homo sapiens (Human),208
P05230,FGF1_HUMAN,reviewed,Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Endothelial cell growth factor) (ECGF) (Heparin-binding growth factor 1) (HBGF-1),FGF1 FGFA,Homo sapiens (Human),155
P21781,FGF7_HUMAN,reviewed,Fibroblast growth factor 7 (FGF-7) (Heparin-binding growth factor 7) (HBGF-7) (Keratinocyte growth factor),FGF7 KGF,Homo sapiens (Human),194
P55075,FGF8_HUMAN,reviewed,Fibroblast growth factor 8 (FGF-8) (Androgen-induced growth factor) (AIGF) (Heparin-binding growth factor 8) (HBGF-8),FGF8 AIGF,Homo sapiens (Human),233
Q14512,FGFP1_HUMAN,reviewed,Fibroblast growth factor-binding protein 1 (FGF-BP) (FGF-BP1) (FGF-binding protein 1) (FGFBP-1) (17 kDa heparin-binding growth factor-binding protein) (17 kDa HBGF-binding protein) (HBp17),FGFBP1 FGFBP HBP17,Homo sapiens (Human),234
P22607,FGFR3_HUMAN,reviewed,Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (CD antigen CD333),FGFR3 JTK4,Homo sapiens (Human),806
Q8TF40,FNIP1_HUMAN,reviewed,Folliculin-interacting protein 1,FNIP1 KIAA1961,Homo sapiens (Human),1166
P15408,FOSL2_HUMAN,reviewed,Fos-related antigen 2 (FRA-2),FOSL2 FRA2,Homo sapiens (Human),326
O95684,FR1OP_HUMAN,reviewed,FGFR1 oncogene partner,FGFR1OP FOP,Homo sapiens (Human),399
P07954,FUMH_HUMAN,reviewed,"Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)",FH,Homo sapiens (Human),510
Q8NFG4,FLCN_HUMAN,reviewed,Folliculin (BHD skin lesion fibrofolliculoma protein) (Birt-Hogg-Dube syndrome protein),FLCN BHD,Homo sapiens (Human),579
P55317,FOXA1_HUMAN,reviewed,Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A),FOXA1 HNF3A TCF3A,Homo sapiens (Human),472
P49771,FLT3L_HUMAN,reviewed,Fms-related tyrosine kinase 3 ligand (Flt3 ligand) (Flt3L) (SL cytokine),FLT3LG,Homo sapiens (Human),235
P36888,FLT3_HUMAN,reviewed,Receptor-type tyrosine-protein kinase FLT3 (EC 2.7.10.1) (FL cytokine receptor) (Fetal liver kinase-2) (FLK-2) (Fms-like tyrosine kinase 3) (FLT-3) (Stem cell tyrosine kinase 1) (STK-1) (CD antigen CD135),FLT3 CD135 FLK2 STK1,Homo sapiens (Human),993
O95633,FSTL3_HUMAN,reviewed,Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein),FSTL3 FLRG UNQ674/PRO1308,Homo sapiens (Human),263
O95257,GA45G_HUMAN,reviewed,Growth arrest and DNA damage-inducible protein GADD45 gamma (Cytokine-responsive protein CR6) (DNA damage-inducible transcript 2 protein) (DDIT-2),GADD45G CR6 DDIT2,Homo sapiens (Human),159
Q9P278,FNIP2_HUMAN,reviewed,Folliculin-interacting protein 2 (FNIP1-like protein) (O6-methylguanine-induced apoptosis 1 protein),FNIP2 FNIPL KIAA1450 MAPO1,Homo sapiens (Human),1114
Q92837,FRAT1_HUMAN,reviewed,Proto-oncogene FRAT1 (Frequently rearranged in advanced T-cell lymphomas 1) (FRAT-1),FRAT1,Homo sapiens (Human),279
P42685,FRK_HUMAN,reviewed,Tyrosine-protein kinase FRK (EC 2.7.10.2) (FYN-related kinase) (Nuclear tyrosine protein kinase RAK) (Protein-tyrosine kinase 5),FRK PTK5 RAK,Homo sapiens (Human),505
O43524,FOXO3_HUMAN,reviewed,Forkhead box protein O3 (AF6q21 protein) (Forkhead in rhabdomyosarcoma-like 1),FOXO3 FKHRL1 FOXO3A,Homo sapiens (Human),673
P98177,FOXO4_HUMAN,reviewed,Forkhead box protein O4 (Fork head domain transcription factor AFX1),FOXO4 AFX AFX1 MLLT7,Homo sapiens (Human),505
P35637,FUS_HUMAN,reviewed,RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein),FUS TLS,Homo sapiens (Human),526
Q01543,FLI1_HUMAN,reviewed,Friend leukemia integration 1 transcription factor (Proto-oncogene Fli-1) (Transcription factor ERGB),FLI1,Homo sapiens (Human),452
O75955,FLOT1_HUMAN,reviewed,Flotillin-1,FLOT1,Homo sapiens (Human),427
P15407,FOSL1_HUMAN,reviewed,Fos-related antigen 1 (FRA-1),FOSL1 FRA1,Homo sapiens (Human),271
Q16658,FSCN1_HUMAN,reviewed,Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55),FSCN1 FAN1 HSN SNL,Homo sapiens (Human),493
Q9BWH2,FUND2_HUMAN,reviewed,FUN14 domain-containing protein 2 (Cervical cancer proto-oncogene 3 protein) (HCC-3) (Hepatitis C virus core-binding protein 6),FUNDC2 HCBP6 DC44 HCC3 PD03104,Homo sapiens (Human),189
P09958,FURIN_HUMAN,reviewed,Furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE),FURIN FUR PACE PCSK3,Homo sapiens (Human),794
O60861,GAS7_HUMAN,reviewed,Growth arrest-specific protein 7 (GAS-7),GAS7 KIAA0394,Homo sapiens (Human),476
P49789,FHIT_HUMAN,reviewed,"Bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (Dinucleosidetriphosphatase) (Fragile histidine triad protein)",FHIT,Homo sapiens (Human),147
P01100,FOS_HUMAN,reviewed,Proto-oncogene c-Fos (Cellular oncogene fos) (G0/G1 switch regulatory protein 7),FOS G0S7,Homo sapiens (Human),380
A2A2Y4,FRMD3_HUMAN,reviewed,FERM domain-containing protein 3 (Band 4.1-like protein 4O) (Ovary type protein 4.1) (4.1O),FRMD3 EPB41L4O,Homo sapiens (Human),597
Q13283,G3BP1_HUMAN,reviewed,Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1),G3BP1 G3BP,Homo sapiens (Human),466
Q9UM11,FZR1_HUMAN,reviewed,Fizzy-related protein homolog (Fzr) (CDC20-like protein 1) (Cdh1/Hct1 homolog) (hCDH1),FZR1 CDH1 FYR FZR KIAA1242,Homo sapiens (Human),496
Q9UP38,FZD1_HUMAN,reviewed,Frizzled-1 (Fz-1) (hFz1) (FzE1),FZD1,Homo sapiens (Human),647
Q9UJY5,GGA1_HUMAN,reviewed,"ADP-ribosylation factor-binding protein GGA1 (Gamma-adaptin-related protein 1) (Golgi-localized, gamma ear-containing, ARF-binding protein 1)",GGA1,Homo sapiens (Human),639
Q9Y2X7,GIT1_HUMAN,reviewed,ARF GTPase-activating protein GIT1 (ARF GAP GIT1) (Cool-associated and tyrosine-phosphorylated protein 1) (CAT-1) (CAT1) (G protein-coupled receptor kinase-interactor 1) (GRK-interacting protein 1),GIT1,Homo sapiens (Human),761
P04150,GCR_HUMAN,reviewed,Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1),NR3C1 GRL,Homo sapiens (Human),777
P52306,GDS1_HUMAN,reviewed,Rap1 GTPase-GDP dissociation stimulator 1 (Exchange factor smgGDS) (SMG GDS protein) (SMG P21 stimulatory GDP/GTP exchange protein),RAP1GDS1,Homo sapiens (Human),607
O14908,GIPC1_HUMAN,reviewed,PDZ domain-containing protein GIPC1 (GAIP C-terminus-interacting protein) (RGS-GAIP-interacting protein) (RGS19-interacting protein 1) (Synectin) (Tax interaction protein 2) (TIP-2),GIPC1 C19orf3 GIPC RGS19IP1,Homo sapiens (Human),333
P08151,GLI1_HUMAN,reviewed,Zinc finger protein GLI1 (Glioma-associated oncogene) (Oncogene GLI),GLI1 GLI,Homo sapiens (Human),1106
P63092,GNAS2_HUMAN,reviewed,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (Adenylate cyclase-stimulating G alpha protein),GNAS GNAS1 GSP,Homo sapiens (Human),394
Q9H2G9,GO45_HUMAN,reviewed,Golgin-45 (Basic leucine zipper nuclear factor 1) (JEM-1) (p45 basic leucine-zipper nuclear factor),BLZF1 JEM1,Homo sapiens (Human),400
Q5VTD9,GFI1B_HUMAN,reviewed,Zinc finger protein Gfi-1b (Growth factor independent protein 1B) (Potential regulator of CDKN1A translocated in CML),GFI1B,Homo sapiens (Human),330
O95395,GCNT3_HUMAN,reviewed,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3 (EC 2.4.1.102) (EC 2.4.1.150) (C2GnT-mucin type) (C2GnT-M) (hC2GnT-M) (Core 2/core 4 beta-1,6-N-acetylglucosaminyltransferase) (C2/4GnT)",GCNT3,Homo sapiens (Human),438
Q99684,GFI1_HUMAN,reviewed,Zinc finger protein Gfi-1 (Growth factor independent protein 1) (Zinc finger protein 163),GFI1 ZNF163,Homo sapiens (Human),422
P10070,GLI2_HUMAN,reviewed,Zinc finger protein GLI2 (GLI family zinc finger protein 2) (Tax helper protein),GLI2 THP,Homo sapiens (Human),1586
Q92917,GPKOW_HUMAN,reviewed,G patch domain and KOW motifs-containing protein (G patch domain-containing protein 5) (Protein MOS2 homolog) (Protein T54),GPKOW GPATC5 GPATCH5 T54,Homo sapiens (Human),476
Q99445,GML_HUMAN,reviewed,Glycosyl-phosphatidylinositol-anchored molecule-like protein,GML LY6DL,Homo sapiens (Human),158
Q9NVN8,GNL3L_HUMAN,reviewed,Guanine nucleotide-binding protein-like 3-like protein,GNL3L,Homo sapiens (Human),582
Q9Y3E0,GOT1B_HUMAN,reviewed,Vesicle transport protein GOT1B (Germ cell tumor 2) (Golgi transport 1 homolog B) (Putative NF-kappa-B-activating protein 470) (hGOT1a),GOLT1B GCT2 GOT1A CGI-141 HDCMA39P UNQ432/PRO793,Homo sapiens (Human),138
B7ZAQ6,GPHRA_HUMAN,reviewed,Golgi pH regulator A (Protein GPR89A) (Putative MAPK-activating protein PM01) (Putative NF-kappa-B-activating protein 90),GPR89A GPHRA GPR89 SH120 CGI-13 UNQ192/PRO218,Homo sapiens (Human),455
Q8TBA6,GOGA5_HUMAN,reviewed,Golgin subfamily A member 5 (Cell proliferation-inducing gene 31 protein) (Golgin-84) (Protein Ret-II) (RET-fused gene 5 protein),GOLGA5 RETII RFG5 PIG31,Homo sapiens (Human),731
Q6ISB3,GRHL2_HUMAN,reviewed,Grainyhead-like protein 2 homolog (Brother of mammalian grainyhead) (Transcription factor CP2-like 3),GRHL2 BOM TFCP2L3,Homo sapiens (Human),625
Q96QA5,GSDMA_HUMAN,reviewed,Gasdermin-A (Gasdermin-1),GSDMA GSDM GSDM1 FKSG9,Homo sapiens (Human),445
P62993,GRB2_HUMAN,reviewed,Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2),GRB2 ASH,Homo sapiens (Human),217
Q13322,GRB10_HUMAN,reviewed,Growth factor receptor-bound protein 10 (GRB10 adapter protein) (Insulin receptor-binding protein Grb-IR),GRB10 GRBIR KIAA0207,Homo sapiens (Human),594
Q53EU6,GPAT3_HUMAN,reviewed,Glycerol-3-phosphate acyltransferase 3 (GPAT-3) (EC 2.3.1.15) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10) (AGPAT 10) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9) (1-AGP acyltransferase 9) (1-AGPAT 9) (EC 2.3.1.51) (Acyl-CoA:glycerol-3-phosphate acyltransferase 3) (hGPAT3) (Lung cancer metastasis-associated protein 1) (Lysophosphatidic acid acyltransferase theta) (LPAAT-theta) (MAG-1),GPAT3 AGPAT9 MAG1 HMFN0839 UNQ2753/PRO6492,Homo sapiens (Human),434
O95267,GRP1_HUMAN,reviewed,RAS guanyl-releasing protein 1 (Calcium and DAG-regulated guanine nucleotide exchange factor II) (CalDAG-GEFII) (Ras guanyl-releasing protein),RASGRP1 RASGRP,Homo sapiens (Human),797
Q16534,HLF_HUMAN,reviewed,Hepatic leukemia factor,HLF,Homo sapiens (Human),295
Q9BPY8,HOP_HUMAN,reviewed,Homeodomain-only protein (Lung cancer-associated Y protein) (Not expressed in choriocarcinoma protein 1) (Odd homeobox protein 1),HOPX HOD HOP LAGY NECC1 OB1,Homo sapiens (Human),73
O94992,HEXI1_HUMAN,reviewed,Protein HEXIM1 (Cardiac lineage protein 1) (Estrogen down-regulated gene 1 protein) (Hexamethylene bis-acetamide-inducible protein 1) (Menage a quatre protein 1),HEXIM1 CLP1 EDG1 HIS1 MAQ1,Homo sapiens (Human),359
Q14526,HIC1_HUMAN,reviewed,Hypermethylated in cancer 1 protein (Hic-1) (Zinc finger and BTB domain-containing protein 29),HIC1 ZBTB29,Homo sapiens (Human),733
Q96MH2,HEXI2_HUMAN,reviewed,Protein HEXIM2 (Hexamethylene bis-acetamide-inducible protein 2),HEXIM2 L3,Homo sapiens (Human),286
Q8TF76,HASP_HUMAN,reviewed,Serine/threonine-protein kinase haspin (EC 2.7.11.1) (Germ cell-specific gene 2 protein) (H-haspin) (Haploid germ cell-specific nuclear protein kinase),GSG2,Homo sapiens (Human),798
Q92769,HDAC2_HUMAN,reviewed,Histone deacetylase 2 (HD2) (EC 3.5.1.98),HDAC2,Homo sapiens (Human),488
Q7Z4V5,HDGR2_HUMAN,reviewed,Hepatoma-derived growth factor-related protein 2 (HRP-2) (Hepatoma-derived growth factor 2) (HDGF-2),HDGFL2 HDGF2 HDGFRP2 UNQ785/PRO1604,Homo sapiens (Human),671
P52926,HMGA2_HUMAN,reviewed,High mobility group protein HMGI-C (High mobility group AT-hook protein 2),HMGA2 HMGIC,Homo sapiens (Human),109
Q8IWW8,HOT_HUMAN,reviewed,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1) (Fe-containing alcohol dehydrogenase)",ADHFE1 HMFT2263,Homo sapiens (Human),467
P07686,HEXB_HUMAN,reviewed,Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein) (HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A],HEXB HCC7,Homo sapiens (Human),556
